,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Average_Score
910,male,group D,bachelor's degree,free/reduced,none,50,42,48,46.666666666666664
911,female,group A,some college,standard,none,69,84,82,78.33333333333333
912,female,group C,bachelor's degree,standard,completed,52,61,66,59.666666666666664
913,female,group C,bachelor's degree,free/reduced,completed,47,62,66,58.333333333333336
914,female,group B,associate's degree,free/reduced,none,46,61,55,54.0
915,female,group E,some college,standard,none,68,70,66,68.0
916,male,group E,bachelor's degree,standard,completed,100,100,100,100.0
917,female,group C,high school,standard,none,44,61,52,52.333333333333336
918,female,group C,associate's degree,standard,completed,57,77,80,71.33333333333333
919,male,group B,some college,standard,completed,91,96,91,92.66666666666667
920,male,group D,high school,free/reduced,none,69,70,67,68.66666666666667
921,female,group C,high school,free/reduced,none,35,53,46,44.666666666666664
922,male,group D,high school,standard,none,72,66,66,68.0
923,female,group B,associate's degree,free/reduced,none,54,65,65,61.333333333333336
924,male,group D,high school,free/reduced,none,74,70,69,71.0
925,male,group E,some high school,standard,completed,74,64,60,66.0
926,male,group E,associate's degree,free/reduced,none,64,56,52,57.333333333333336
927,female,group D,high school,free/reduced,completed,65,61,71,65.66666666666667
928,male,group E,associate's degree,free/reduced,completed,46,43,44,44.333333333333336
929,female,group C,some high school,free/reduced,none,48,56,51,51.666666666666664
930,male,group C,some college,free/reduced,completed,67,74,70,70.33333333333333
931,male,group D,some college,free/reduced,none,62,57,62,60.333333333333336
932,male,group D,associate's degree,free/reduced,completed,61,71,73,68.33333333333333
933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,73.0
934,male,group C,associate's degree,standard,completed,98,87,90,91.66666666666667
935,male,group D,some college,free/reduced,none,70,63,58,63.666666666666664
936,male,group A,associate's degree,standard,none,67,57,53,59.0
937,female,group E,high school,free/reduced,none,57,58,57,57.333333333333336
938,male,group D,some college,standard,completed,85,81,85,83.66666666666667
939,male,group D,some high school,standard,completed,77,68,69,71.33333333333333
940,male,group C,master's degree,free/reduced,completed,72,66,72,70.0
941,female,group D,master's degree,standard,none,78,91,96,88.33333333333333
942,male,group C,high school,standard,none,81,66,64,70.33333333333333
943,male,group A,some high school,free/reduced,completed,61,62,61,61.333333333333336
944,female,group B,high school,standard,none,58,68,61,62.333333333333336
945,female,group C,associate's degree,standard,none,54,61,58,57.666666666666664
946,male,group B,high school,standard,none,82,82,80,81.33333333333333
947,female,group D,some college,free/reduced,none,49,58,60,55.666666666666664
948,male,group B,some high school,free/reduced,completed,49,50,52,50.333333333333336
949,female,group E,high school,free/reduced,completed,57,75,73,68.33333333333333
950,male,group E,high school,standard,none,94,73,71,79.33333333333333
951,female,group D,some college,standard,completed,75,77,83,78.33333333333333
952,female,group E,some high school,free/reduced,none,74,74,72,73.33333333333333
953,male,group C,high school,standard,completed,58,52,54,54.666666666666664
954,female,group C,some college,standard,none,62,69,69,66.66666666666667
955,male,group E,associate's degree,standard,none,72,57,62,63.666666666666664
956,male,group C,some college,standard,none,84,87,81,84.0
957,female,group D,master's degree,standard,none,92,100,100,97.33333333333333
958,female,group D,high school,standard,none,45,63,59,55.666666666666664
959,male,group C,high school,standard,none,75,81,71,75.66666666666667
960,female,group A,some college,standard,none,56,58,64,59.333333333333336
961,female,group D,some high school,free/reduced,none,48,54,53,51.666666666666664
962,female,group E,associate's degree,standard,none,100,100,100,100.0
963,female,group C,some high school,free/reduced,completed,65,76,75,72.0
964,male,group D,some college,standard,none,72,57,58,62.333333333333336
965,female,group D,some college,standard,none,62,70,72,68.0
966,male,group A,some high school,standard,completed,66,68,64,66.0
967,male,group C,some college,standard,none,63,63,60,62.0
968,female,group E,associate's degree,standard,none,68,76,67,70.33333333333333
969,female,group B,bachelor's degree,standard,none,75,84,80,79.66666666666667
970,female,group D,bachelor's degree,standard,none,89,100,100,96.33333333333333
971,male,group C,some high school,standard,completed,78,72,69,73.0
972,female,group A,high school,free/reduced,completed,53,50,60,54.333333333333336
973,female,group D,some college,free/reduced,none,49,65,61,58.333333333333336
974,female,group A,some college,standard,none,54,63,67,61.333333333333336
975,female,group C,some college,standard,completed,64,82,77,74.33333333333333
976,male,group B,some college,free/reduced,completed,60,62,60,60.666666666666664
977,male,group C,associate's degree,standard,none,62,65,58,61.666666666666664
978,male,group D,high school,standard,completed,55,41,48,48.0
979,female,group C,associate's degree,standard,none,91,95,94,93.33333333333333
980,female,group B,high school,free/reduced,none,8,24,23,18.333333333333332
981,male,group D,some high school,standard,none,81,78,78,79.0
982,male,group B,some high school,standard,completed,79,85,86,83.33333333333333
983,female,group A,some college,standard,completed,78,87,91,85.33333333333333
984,female,group C,some high school,standard,none,74,75,82,77.0
985,male,group A,high school,standard,none,57,51,54,54.0
986,female,group C,associate's degree,standard,none,40,59,51,50.0
987,male,group E,some high school,standard,completed,81,75,76,77.33333333333333
988,female,group A,some high school,free/reduced,none,44,45,45,44.666666666666664
989,female,group D,some college,free/reduced,completed,67,86,83,78.66666666666667
990,male,group E,high school,free/reduced,completed,86,81,75,80.66666666666667
991,female,group B,some high school,standard,completed,65,82,78,75.0
992,female,group D,associate's degree,free/reduced,none,55,76,76,69.0
993,female,group D,bachelor's degree,free/reduced,none,62,72,74,69.33333333333333
994,male,group A,high school,standard,none,63,63,62,62.666666666666664
995,female,group E,master's degree,standard,completed,88,99,95,94.0
996,male,group C,high school,free/reduced,none,62,55,55,57.333333333333336
997,female,group C,high school,free/reduced,completed,59,71,65,65.0
998,female,group D,some college,standard,completed,68,78,77,74.33333333333333
999,female,group D,some college,free/reduced,none,77,86,86,83.0
